id,team_id,treatment,region,organization,job_family,performance_rating,gender,age,tenure_months,num_direct_reports,tot_span_of_control,baseline_manager_efficacy,baseline_workload,baseline_stay_intention,propensity_score,exit_date,manager_efficacy_index,workload_index_mgr,stay_intention_index_mgr
1701,908,0,Latin America,Finance,Clinical Operations,Below,Female,56,26,6,13,4.21,2.62,2.21,0.0,,3.3,4.8,2.0
1702,820,0,Latin America,HR,Quality Assurance,Exceeds,Male,46,7,6,11,2.22,3.9,1.59,0.0677,,3.6,3.3,1.4
1703,699,0,Latin America,Digital,Regulatory Affairs,Below,Male,45,11,9,18,4.23,2.13,3.6,0.0,,3.9,1.1,2.7
1704,35,1,Europe,R&D,Market Access,Far Exceeds,Female,40,7,7,12,2.97,2.56,1.8,0.2644,,3.5,4.2,2.9
1705,612,0,North America,Digital,Finance & Accounting,Meets,Female,32,8,12,23,3.87,3.08,1.06,0.0853,,3.8,2.5,1.1
1706,908,0,Asia Pacific,Finance,Legal & Compliance,Meets,Female,33,8,12,12,3.47,3.63,3.05,0.0331,,4.0,4.8,3.0
1707,1068,0,North America,Finance,Marketing,Below,Female,42,15,11,25,3.92,1.74,2.4,0.0,,3.9,3.8,1.6
1708,407,0,Latin America,Manufacturing,Legal & Compliance,Meets,Female,43,9,11,13,3.99,3.39,1.21,0.0348,,3.7,2.7,1.7
1709,433,0,Europe,Manufacturing,Marketing,Meets,Male,32,3,11,21,3.56,1.73,1.27,0.0348,2026-01-02,,,
1710,524,0,Middle East & Africa,Manufacturing,Marketing,Meets,Male,41,18,12,19,3.51,2.08,2.55,0.0348,,2.8,3.4,1.8
1711,363,0,Europe,Manufacturing,Quality Assurance,Meets,Male,39,8,5,10,2.92,4.24,2.29,0.0348,,2.8,2.9,3.1
1712,287,0,Latin America,Commercial,Medical Affairs,Meets,Male,41,10,12,19,3.35,3.98,3.1,0.0422,,3.2,4.4,3.0
1713,430,0,Europe,Manufacturing,Data Science,Meets,Non-Binary/Other,40,35,8,25,2.65,4.31,2.97,0.0348,,3.1,5.0,2.4
1714,331,0,Europe,Commercial,Marketing,Meets,Female,40,11,12,18,2.33,2.11,3.04,0.0422,2026-12-14,3.9,3.0,2.6
1715,331,0,Latin America,Commercial,Medical Affairs,Meets,Male,26,11,5,16,1.94,2.21,1.85,0.0422,,1.6,1.2,2.4
1716,880,1,Europe,HR,Regulatory Affairs,Meets,Female,49,23,5,20,3.96,2.3,2.49,0.0383,,5.0,2.9,1.7
1717,266,0,Asia Pacific,Commercial,Marketing,Meets,Female,46,6,11,25,2.43,3.28,3.14,0.0422,2026-01-04,,,
1718,349,0,Asia Pacific,Commercial,Market Access,Meets,Male,38,31,10,20,3.8,4.42,2.48,0.0422,,4.1,5.0,3.1
1719,455,0,Europe,Manufacturing,Sales,Meets,Female,31,3,9,14,3.38,3.06,3.78,0.0348,,3.9,2.8,4.7
1720,202,0,Middle East & Africa,Commercial,Human Resources,Far Below,Male,41,18,9,25,2.28,1.26,2.21,0.0,2026-01-13,,,
1721,627,0,Latin America,Digital,Pharmacovigilance,Meets,Female,29,18,9,16,1.91,3.09,3.26,0.0853,,3.1,3.7,1.3
1722,512,0,Asia Pacific,Manufacturing,Human Resources,Meets,Male,48,9,10,13,3.62,2.95,2.85,0.0348,,3.4,3.0,2.6
1723,33,0,Middle East & Africa,R&D,Marketing,Below,Female,37,7,6,16,2.35,4.19,2.01,0.0,,2.8,2.6,2.1
1724,487,0,Europe,Manufacturing,Legal & Compliance,Exceeds,Male,34,10,5,15,3.53,3.35,3.51,0.0616,,3.9,2.7,4.9
1725,360,0,Middle East & Africa,Commercial,Data Science,Meets,Non-Binary/Other,42,5,10,16,3.76,3.31,2.08,0.0422,,2.3,3.8,3.8
1726,605,0,North America,Digital,Human Resources,Meets,Male,35,6,5,11,2.38,3.11,3.25,0.0853,,3.5,4.6,3.0
1727,381,0,Asia Pacific,Manufacturing,Sales,Exceeds,Male,36,6,6,15,2.13,2.02,3.5,0.0616,,3.9,1.0,2.2
1728,666,0,Europe,Digital,Communications,Below,Female,33,7,12,27,3.14,2.95,3.52,0.0,,4.3,4.1,2.9
1729,143,0,Latin America,R&D,Market Access,Exceeds,Female,42,8,6,10,3.04,3.35,2.7,0.1648,2026-08-20,3.9,3.5,3.0
1730,972,0,Europe,Finance,Quality Assurance,Meets,Female,40,18,7,11,2.69,3.11,1.46,0.0331,2026-01-31,,,
1731,60,0,Latin America,R&D,Pharmacovigilance,Meets,Female,44,8,8,37,1.57,1.26,3.03,0.0977,,2.4,2.0,2.1
1732,1051,0,Europe,Finance,Quality Assurance,Meets,Female,28,21,12,25,4.16,3.88,4.36,0.0331,,4.7,4.1,3.8
1733,830,0,Middle East & Africa,HR,Communications,Exceeds,Male,31,12,10,12,3.22,3.25,4.5,0.0677,,3.9,2.9,2.2
1734,906,0,Middle East & Africa,Finance,Data Science,Meets,Male,35,10,8,14,3.79,4.09,1.94,0.0331,,3.2,1.3,2.5
1735,735,0,Middle East & Africa,HR,Pharmacovigilance,Meets,Male,45,3,8,13,3.25,2.82,2.97,0.0383,,3.6,3.0,2.4
1736,510,0,North America,Manufacturing,Data Science,Meets,Female,29,11,7,25,4.05,3.32,1.86,0.0348,,3.6,3.0,2.8
1737,859,0,Latin America,HR,Quality Assurance,Meets,Male,33,6,9,19,3.08,1.43,4.35,0.0383,,3.1,4.2,3.6
1738,680,0,Middle East & Africa,Digital,Market Access,Meets,Male,47,9,10,16,3.02,2.72,3.42,0.0853,,2.8,3.8,2.5
1739,732,0,North America,HR,Pharmacovigilance,Below,Female,41,17,9,25,2.57,4.39,2.89,0.0,2026-02-16,,,
1740,613,0,Latin America,Digital,Supply Chain,Meets,Male,44,8,7,20,3.52,3.8,3.34,0.0853,,4.1,3.8,3.1
1741,998,0,Europe,Finance,Medical Affairs,Meets,Male,37,14,9,15,2.98,2.42,1.0,0.0331,,2.2,2.9,2.7
1742,981,0,North America,Finance,Market Access,Exceeds,Female,49,12,10,34,2.86,2.42,2.26,0.0588,2026-02-18,,,
1743,976,0,Asia Pacific,Finance,Communications,Meets,Male,29,16,11,14,1.85,3.83,3.01,0.0331,,2.1,2.7,2.8
1744,829,0,North America,HR,Pharmacovigilance,Meets,Female,37,5,6,14,2.94,1.64,1.78,0.0383,,3.3,4.2,1.8
1745,901,0,North America,Finance,Data Science,Below,Male,36,17,5,25,3.64,3.56,2.33,0.0,,4.5,3.4,2.1
1746,856,0,Latin America,HR,Communications,Below,Male,36,9,8,30,3.19,4.47,3.17,0.0,2026-02-14,,,
1747,803,0,Europe,HR,Data Science,Meets,Female,30,37,9,20,3.78,1.85,3.28,0.0383,2026-03-01,,,
1748,321,0,Asia Pacific,Commercial,Regulatory Affairs,Meets,Male,41,6,7,18,2.42,3.32,2.44,0.0422,,3.3,2.9,2.9
1749,339,0,Middle East & Africa,Commercial,Market Access,Meets,Male,31,5,7,18,2.82,3.39,2.65,0.0422,,3.1,2.3,2.4
1750,884,0,Middle East & Africa,HR,Communications,Meets,Female,30,13,5,15,3.63,3.48,1.76,0.0383,,4.0,3.7,2.0
1751,571,0,North America,Digital,Data Science,Meets,Male,25,4,8,10,3.28,3.21,2.02,0.0853,2026-04-18,,,
1752,408,0,Latin America,Manufacturing,Clinical Operations,Meets,Male,34,11,8,18,1.0,4.18,3.46,0.0348,,2.2,5.0,3.3
1753,8,0,Latin America,R&D,Communications,Below,Male,39,19,5,13,2.82,2.27,1.64,0.0,,3.4,4.6,1.7
1754,290,0,Middle East & Africa,Commercial,Medical Affairs,Meets,Female,40,14,10,12,2.37,2.41,3.73,0.0422,,3.9,2.7,3.2
1755,840,0,Asia Pacific,HR,Quality Assurance,Below,Male,37,4,9,11,3.16,1.47,3.74,0.0,2026-05-03,,,
1756,136,0,Europe,R&D,Sales,Meets,Female,34,15,12,18,1.0,2.86,3.21,0.0977,,2.6,3.0,3.4
1757,319,0,Asia Pacific,Commercial,Regulatory Affairs,Meets,Male,36,11,11,26,3.47,3.99,3.25,0.0422,,2.8,3.5,3.7
1758,491,0,Europe,Manufacturing,Data Science,Meets,Male,34,11,10,27,3.86,3.12,1.41,0.0348,,3.4,4.3,1.5
1759,682,0,Middle East & Africa,Digital,Clinical Operations,Meets,Female,50,7,7,14,2.78,3.95,3.3,0.0853,,4.0,3.4,4.3
1760,897,0,Europe,HR,Regulatory Affairs,Meets,Male,31,6,8,9,3.07,2.9,1.63,0.0383,2026-08-16,4.7,2.8,1.5
1761,425,0,Latin America,Manufacturing,Clinical Operations,Exceeds,Male,33,2,5,13,2.69,1.36,1.0,0.0616,,4.3,1.0,1.6
1762,350,0,North America,Commercial,Regulatory Affairs,Meets,Female,38,11,11,18,4.65,2.96,3.02,0.0422,,3.2,3.1,3.1
1763,730,0,North America,HR,Data Science,Far Below,Non-Binary/Other,31,5,10,27,4.43,2.16,4.53,0.0,2026-07-12,4.3,2.3,3.7
1764,103,1,Middle East & Africa,R&D,Clinical Operations,Far Exceeds,Male,38,27,7,11,4.28,2.59,2.01,0.2644,2026-10-29,3.5,3.7,4.4
1765,991,0,Latin America,Finance,Human Resources,Below,Male,28,13,8,14,4.91,1.6,3.19,0.0,,5.0,1.0,4.8
1766,631,0,Asia Pacific,Digital,Pharmacovigilance,Meets,Male,39,9,12,20,4.41,3.76,3.16,0.0853,2026-01-15,,,
1767,201,0,Latin America,Commercial,Market Access,Meets,Female,35,17,6,13,2.85,3.78,2.78,0.0422,,3.6,4.0,2.3
1768,614,0,North America,Digital,Sales,Meets,Female,34,8,11,12,3.39,3.43,1.21,0.0853,,3.4,3.0,2.0
1769,770,0,North America,HR,Quality Assurance,Meets,Female,36,9,10,14,3.77,2.12,2.93,0.0383,2026-01-10,,,
1770,911,0,Latin America,Finance,Sales,Below,Male,35,7,11,20,3.57,2.68,4.25,0.0,,3.1,4.0,3.2
1771,401,0,Latin America,Manufacturing,Quality Assurance,Exceeds,Male,36,12,10,17,2.06,1.82,3.7,0.0616,,2.8,2.7,2.6
1772,584,1,North America,Digital,Supply Chain,Meets,Male,43,23,12,15,3.87,1.42,1.0,0.0853,,5.0,2.8,1.9
1773,150,0,Asia Pacific,R&D,IT & Digital,Meets,Male,49,15,9,30,3.74,3.26,3.84,0.0977,,3.1,3.1,2.0
1774,330,1,Middle East & Africa,Commercial,Medical Affairs,Meets,Female,25,4,5,14,3.79,3.76,2.67,0.0422,,3.6,2.4,1.9
1775,158,0,Middle East & Africa,R&D,Communications,Far Below,Male,37,13,5,28,3.58,3.41,3.99,0.0,,3.3,3.6,2.4
1776,703,0,Latin America,Digital,Supply Chain,Meets,Female,30,42,10,14,3.29,2.04,1.25,0.0853,2026-03-17,,,
1777,1000,0,Middle East & Africa,Finance,Marketing,Exceeds,Female,36,6,12,16,3.84,3.91,2.12,0.0588,2026-01-23,,,
1778,447,0,North America,Manufacturing,Data Science,Meets,Male,40,9,6,23,1.58,4.54,2.78,0.0348,,2.2,4.5,2.1
1779,526,0,North America,Manufacturing,Pharmacovigilance,Meets,Female,52,9,8,17,3.73,3.14,3.97,0.0348,,4.3,4.7,2.8
1780,64,0,Latin America,R&D,IT & Digital,Meets,Male,36,11,7,25,4.17,4.09,2.53,0.0977,2026-01-05,,,
1781,777,0,Latin America,HR,Market Access,Exceeds,Male,39,25,11,17,4.75,2.41,2.17,0.0677,,5.0,4.9,1.6
1782,751,0,Latin America,HR,Communications,Below,Male,33,17,7,16,3.77,2.11,2.56,0.0,2026-06-30,4.1,2.0,4.0
1783,954,0,Asia Pacific,Finance,Finance & Accounting,Meets,Male,32,13,8,18,2.52,1.0,4.63,0.0331,,3.4,2.9,3.3
1784,469,0,Middle East & Africa,Manufacturing,Pharmacovigilance,Meets,Male,32,3,6,10,2.87,3.41,1.72,0.0348,2026-03-06,,,
1785,98,0,Latin America,R&D,Legal & Compliance,Exceeds,Female,34,25,5,13,3.72,3.32,2.28,0.1648,,4.0,3.9,2.5
1786,154,0,Europe,R&D,Sales,Meets,Female,35,4,6,16,3.67,2.6,1.69,0.0977,2026-01-25,,,
1787,99,0,Europe,R&D,Quality Assurance,Exceeds,Male,47,4,12,17,2.41,3.0,3.22,0.1648,,2.6,3.0,1.0
1788,663,1,North America,Digital,Supply Chain,Exceeds,Female,36,13,12,14,3.43,1.56,1.69,0.1452,,3.3,2.4,1.4
1789,1070,0,Middle East & Africa,Finance,Pharmacovigilance,Meets,Female,41,9,8,17,3.14,2.78,2.84,0.0331,,3.3,3.0,2.5
1790,750,0,Latin America,HR,Supply Chain,Far Below,Female,40,22,12,24,3.06,2.74,1.91,0.0,2026-02-23,,,
1791,771,0,Europe,HR,Medical Affairs,Meets,Male,44,7,12,38,3.37,2.34,3.1,0.0383,,3.7,4.0,3.1
1792,548,1,Middle East & Africa,Digital,Medical Affairs,Meets,Male,27,3,7,15,3.35,3.21,2.89,0.0853,,3.5,2.2,1.7
1793,279,0,North America,Commercial,Human Resources,Meets,Female,40,6,11,17,4.63,2.95,3.57,0.0422,,4.5,2.0,2.0
1794,689,0,Asia Pacific,Digital,Quality Assurance,Meets,Female,39,15,5,39,1.62,3.47,3.2,0.0853,,1.6,2.8,3.7
1795,1076,0,Middle East & Africa,Finance,Marketing,Meets,Male,37,17,6,7,3.27,2.95,3.91,0.0331,,3.2,4.3,3.9
1796,168,0,Middle East & Africa,R&D,Pharmacovigilance,Meets,Female,44,17,6,11,3.3,2.14,4.96,0.0977,,2.7,2.3,3.6
1797,701,0,Asia Pacific,Digital,Legal & Compliance,Meets,Male,37,7,7,28,1.74,3.81,5.0,0.0853,,1.8,3.0,2.2
1798,125,0,Middle East & Africa,R&D,Market Access,Meets,Female,43,16,11,12,3.9,2.26,3.14,0.0977,2026-01-15,,,
1799,934,0,North America,Finance,Legal & Compliance,Meets,Male,39,3,10,16,4.02,4.53,2.96,0.0331,,4.1,3.6,3.4
1800,982,0,North America,Finance,Supply Chain,Meets,Female,39,4,9,10,1.96,3.6,2.35,0.0331,,2.1,3.2,3.0
1801,473,0,Asia Pacific,Manufacturing,Supply Chain,Meets,Female,40,23,7,12,3.97,5.0,2.45,0.0348,,3.8,5.0,1.2
1802,143,0,Latin America,R&D,Medical Affairs,Exceeds,Male,37,22,10,21,2.57,2.23,3.01,0.1648,,3.9,3.0,3.8
1803,851,0,Europe,HR,Data Science,Meets,Male,47,6,6,15,3.61,2.9,1.8,0.0383,,3.3,3.2,2.4
1804,567,0,Latin America,Digital,Quality Assurance,Meets,Female,44,6,5,12,3.49,2.76,3.32,0.0853,2026-01-22,,,
1805,918,0,Middle East & Africa,Finance,Supply Chain,Meets,Female,38,7,10,22,3.5,2.86,1.0,0.0331,,3.6,2.4,1.4
1806,171,0,Europe,R&D,Medical Affairs,Below,Female,39,17,9,14,1.49,2.84,2.86,0.0,,3.3,2.6,3.8
1807,195,0,Asia Pacific,Commercial,Finance & Accounting,Below,Female,41,6,12,20,1.87,3.39,1.9,0.0,,1.0,2.8,1.7
1808,410,0,Asia Pacific,Manufacturing,Medical Affairs,Meets,Female,43,21,9,28,3.49,3.67,2.34,0.0348,,2.6,4.2,3.0
1809,345,0,Europe,Commercial,Clinical Operations,Below,Male,48,38,8,14,3.75,3.76,3.28,0.0,,3.7,5.0,2.4
1810,912,0,North America,Finance,Human Resources,Meets,Female,43,5,10,45,2.52,4.05,1.62,0.0331,2026-01-25,,,
1811,328,0,Europe,Commercial,Supply Chain,Meets,Male,37,9,10,13,4.47,1.13,2.02,0.0422,,4.2,3.4,2.6
1812,355,0,Middle East & Africa,Commercial,Clinical Operations,Meets,Male,33,10,9,10,2.76,4.41,1.52,0.0422,2026-03-24,,,
1813,377,0,North America,Manufacturing,Market Access,Meets,Female,44,22,12,22,3.01,2.62,4.01,0.0348,,3.6,1.9,5.0
1814,503,0,Asia Pacific,Manufacturing,Market Access,Below,Non-Binary/Other,40,11,5,25,3.16,3.97,1.0,0.0,2026-11-01,3.7,4.6,2.1
1815,450,0,Europe,Manufacturing,Medical Affairs,Meets,Male,32,14,7,9,3.51,3.09,2.24,0.0348,2026-07-18,3.2,4.6,3.4
1816,412,0,Latin America,Manufacturing,Human Resources,Meets,Male,43,8,11,17,3.21,4.56,3.54,0.0348,2026-10-08,3.1,4.3,1.1
1817,192,0,Latin America,Commercial,Legal & Compliance,Exceeds,Female,47,7,5,18,3.04,4.56,3.83,0.0743,,3.8,2.7,2.4
1818,895,0,Middle East & Africa,HR,Data Science,Exceeds,Male,38,13,11,21,3.22,4.01,3.86,0.0677,,2.0,2.7,2.2
1819,839,0,Latin America,HR,Human Resources,Meets,Non-Binary/Other,47,10,11,36,3.5,4.57,3.42,0.0383,2026-01-27,,,
1820,445,0,Europe,Manufacturing,Data Science,Meets,Female,43,5,9,19,3.51,2.08,1.83,0.0348,,2.8,3.6,1.6
1821,698,0,Europe,Digital,IT & Digital,Below,Female,31,12,12,17,3.54,5.0,2.88,0.0,2026-03-19,,,
1822,57,0,Latin America,R&D,Clinical Operations,Below,Male,41,9,7,15,3.3,2.77,1.0,0.0,2026-03-01,,,
1823,958,0,Europe,Finance,Medical Affairs,Exceeds,Male,27,13,6,9,3.88,2.3,1.95,0.0588,,2.8,2.1,2.3
1824,679,0,Middle East & Africa,Digital,Legal & Compliance,Meets,Female,40,14,7,17,3.44,1.65,1.61,0.0853,,3.9,2.9,3.3
1825,959,0,North America,Finance,Clinical Operations,Meets,Male,32,13,7,18,3.55,2.7,2.13,0.0331,,4.3,3.5,1.9
1826,608,0,Middle East & Africa,Digital,Legal & Compliance,Exceeds,Female,39,32,11,15,3.64,1.0,2.58,0.1452,,3.6,1.6,2.7
1827,603,0,Middle East & Africa,Digital,Finance & Accounting,Meets,Male,42,8,7,25,3.83,2.72,1.47,0.0853,,3.9,2.8,1.7
1828,736,0,Europe,HR,Finance & Accounting,Below,Male,34,11,5,17,4.0,2.96,4.06,0.0,2026-05-10,,,
1829,169,0,North America,R&D,Quality Assurance,Meets,Female,48,16,12,17,3.23,3.54,1.44,0.0977,2026-06-07,,,
1830,583,0,Europe,Digital,Communications,Far Below,Female,32,12,9,19,3.76,2.51,3.01,0.0,2026-05-31,,,
1831,431,0,Asia Pacific,Manufacturing,Communications,Meets,Male,25,22,12,18,4.28,1.98,1.0,0.0348,2026-01-29,,,
1832,987,0,Europe,Finance,Clinical Operations,Meets,Female,38,11,10,23,2.52,3.1,2.85,0.0331,,3.5,2.5,2.3
1833,874,0,Europe,HR,IT & Digital,Exceeds,Female,46,22,8,13,3.27,3.75,1.41,0.0677,,3.4,3.0,2.8
1834,915,0,Europe,Finance,Legal & Compliance,Meets,Female,38,17,10,19,3.02,3.22,3.96,0.0331,2026-01-15,,,
1835,453,0,North America,Manufacturing,Marketing,Below,Male,34,10,6,24,4.37,1.08,2.62,0.0,,3.2,3.1,2.5
1836,506,0,Europe,Manufacturing,Supply Chain,Below,Male,28,6,11,19,2.24,3.7,2.18,0.0,,1.7,4.5,3.5
1837,564,0,North America,Digital,Communications,Meets,Female,35,10,12,21,2.74,4.37,3.2,0.0853,,3.1,4.1,3.5
1838,472,0,Latin America,Manufacturing,Market Access,Exceeds,Male,31,7,7,29,4.38,3.92,2.55,0.0616,2026-02-27,,,
1839,167,0,Asia Pacific,R&D,Legal & Compliance,Meets,Male,39,6,6,7,3.44,4.19,3.3,0.0977,2026-12-10,3.5,5.0,2.3
1840,389,0,North America,Manufacturing,IT & Digital,Exceeds,Male,40,9,10,14,3.68,4.02,3.65,0.0616,,3.3,3.4,3.7
1841,584,0,Latin America,Digital,Regulatory Affairs,Meets,Male,32,11,6,16,3.11,3.0,2.5,0.0853,,2.6,4.5,1.8
1842,929,0,North America,Finance,Medical Affairs,Meets,Female,36,8,11,22,3.63,2.83,2.63,0.0331,2026-03-02,,,
1843,469,0,North America,Manufacturing,Human Resources,Exceeds,Male,47,15,7,15,3.23,3.57,1.48,0.0616,2026-08-10,2.4,3.6,2.3
1844,744,0,Asia Pacific,HR,Legal & Compliance,Far Below,Male,35,11,10,16,2.38,3.26,3.68,0.0,,3.2,2.6,5.0
1845,719,0,Middle East & Africa,HR,Data Science,Meets,Female,35,14,10,14,4.53,3.66,2.8,0.0383,,5.0,3.2,1.9
1846,829,0,Middle East & Africa,HR,Finance & Accounting,Far Below,Female,39,9,12,17,3.34,2.42,3.32,0.0,,4.6,2.5,2.5
1847,935,0,North America,Finance,Finance & Accounting,Exceeds,Male,30,3,5,19,3.5,2.91,2.31,0.0588,,1.6,3.0,2.8
1848,229,0,Europe,Commercial,Pharmacovigilance,Exceeds,Female,44,20,9,38,3.07,3.46,1.0,0.0743,2026-03-09,,,
1849,888,0,Latin America,HR,Legal & Compliance,Exceeds,Male,36,20,9,43,4.6,3.28,1.9,0.0677,,4.6,2.4,3.3
1850,736,0,Europe,HR,Supply Chain,Below,Male,31,9,11,14,3.78,1.3,1.0,0.0,,3.9,2.8,1.5
1851,236,0,Europe,Commercial,Regulatory Affairs,Below,Female,41,8,6,10,3.09,4.44,2.43,0.0,,4.2,5.0,4.3
1852,1078,0,North America,Finance,Human Resources,Meets,Female,35,16,5,12,3.52,4.71,3.87,0.0331,,3.0,3.9,2.4
1853,896,0,North America,HR,IT & Digital,Meets,Female,33,8,11,19,2.53,2.6,1.6,0.0383,2026-03-07,,,
1854,563,0,North America,Digital,Marketing,Meets,Female,38,13,7,27,3.23,2.45,4.51,0.0853,2026-11-20,3.5,2.5,3.0
1855,944,0,North America,Finance,Pharmacovigilance,Meets,Female,44,39,6,12,2.89,2.44,1.69,0.0331,,4.3,1.9,2.6
1856,884,0,Middle East & Africa,HR,IT & Digital,Below,Non-Binary/Other,36,14,9,27,2.11,2.81,1.0,0.0,,3.0,2.8,3.0
1857,763,0,North America,HR,Data Science,Meets,Female,32,2,9,22,3.41,2.94,1.51,0.0383,2026-08-28,3.2,3.9,2.7
1858,312,0,Middle East & Africa,Commercial,Legal & Compliance,Exceeds,Female,25,10,6,14,2.98,2.43,3.29,0.0743,,2.5,3.6,3.2
1859,573,0,Middle East & Africa,Digital,Communications,Far Exceeds,Female,29,22,5,14,4.56,4.85,2.46,0.2363,,5.0,4.7,2.1
1860,1040,0,North America,Finance,Human Resources,Meets,Male,35,5,11,29,2.04,3.28,3.4,0.0331,,2.0,3.4,3.0
1861,441,0,Asia Pacific,Manufacturing,Marketing,Meets,Male,30,10,8,12,2.94,3.74,3.9,0.0348,2026-05-23,,,
1862,166,0,Latin America,R&D,Legal & Compliance,Below,Male,34,32,11,12,3.53,3.97,1.68,0.0,2026-03-29,,,
1863,691,0,Europe,Digital,Data Science,Below,Female,50,6,9,12,4.07,4.15,3.23,0.0,2026-08-19,4.2,4.3,2.9
1864,388,0,Middle East & Africa,Manufacturing,Data Science,Meets,Female,45,15,12,15,2.92,3.66,1.25,0.0348,,3.0,3.0,1.4
1865,696,1,Latin America,Digital,Medical Affairs,Far Exceeds,Female,33,6,7,16,5.0,2.87,1.72,0.2363,,4.3,3.2,1.7
1866,389,0,Asia Pacific,Manufacturing,Pharmacovigilance,Below,Male,39,20,10,23,2.97,2.97,3.16,0.0,,2.3,3.6,2.3
1867,441,0,Europe,Manufacturing,Human Resources,Meets,Male,32,5,9,34,2.44,3.82,3.64,0.0348,,2.3,3.7,3.1
1868,655,0,Europe,Digital,Finance & Accounting,Below,Male,47,6,7,10,3.2,4.05,2.24,0.0,,3.9,4.8,3.7
1869,248,0,Middle East & Africa,Commercial,Quality Assurance,Meets,Female,38,12,9,13,4.84,1.58,3.08,0.0422,2026-10-04,3.6,3.8,1.5
1870,678,0,North America,Digital,Clinical Operations,Below,Female,44,6,12,31,4.18,4.3,2.3,0.0,,4.6,5.0,1.6
1871,563,0,Asia Pacific,Digital,Finance & Accounting,Meets,Female,33,8,9,16,4.77,5.0,5.0,0.0853,,5.0,4.9,2.9
1872,438,0,Middle East & Africa,Manufacturing,IT & Digital,Meets,Male,48,10,10,15,4.51,2.56,2.8,0.0348,,3.1,3.3,1.4
1873,175,0,Asia Pacific,R&D,Human Resources,Below,Male,35,11,10,13,4.89,3.02,2.69,0.0,2026-01-03,,,
1874,388,0,North America,Manufacturing,Clinical Operations,Below,Male,27,9,11,35,3.32,4.04,1.75,0.0,,2.7,4.4,1.4
1875,765,0,North America,HR,Supply Chain,Meets,Male,37,5,8,10,4.9,1.86,2.57,0.0383,,3.2,3.5,4.0
1876,685,0,Middle East & Africa,Digital,Data Science,Meets,Female,34,22,12,27,3.67,3.47,3.02,0.0853,,3.3,4.3,2.5
1877,913,0,North America,Finance,Legal & Compliance,Below,Male,44,21,12,24,3.87,3.38,2.46,0.0,,3.6,3.9,2.4
1878,601,1,Latin America,Digital,Human Resources,Exceeds,Female,34,13,10,24,4.53,1.41,2.09,0.1452,,4.2,2.4,2.9
1879,202,0,Europe,Commercial,Supply Chain,Meets,Female,41,8,12,31,5.0,1.68,3.32,0.0422,,3.8,3.0,4.7
1880,916,0,Middle East & Africa,Finance,Pharmacovigilance,Meets,Male,34,7,5,15,4.75,4.98,2.21,0.0331,2026-08-28,4.6,4.3,2.9
1881,370,0,Asia Pacific,Manufacturing,Data Science,Exceeds,Male,33,8,5,11,2.21,3.43,3.62,0.0616,,2.6,2.5,3.0
1882,187,0,Latin America,Commercial,Data Science,Meets,Non-Binary/Other,38,12,6,8,3.34,3.27,2.07,0.0422,,3.5,3.4,3.7
1883,696,1,Middle East & Africa,Digital,Regulatory Affairs,Exceeds,Male,41,26,9,14,3.31,4.54,2.06,0.1452,,4.8,2.3,3.0
1884,411,0,North America,Manufacturing,Market Access,Exceeds,Female,29,5,9,15,2.44,4.54,3.5,0.0616,,2.2,3.3,2.7
1885,365,0,North America,Manufacturing,Clinical Operations,Below,Male,44,21,5,11,2.33,1.84,3.33,0.0,,3.2,3.1,4.2
1886,866,0,North America,HR,Pharmacovigilance,Exceeds,Female,44,8,10,28,2.86,2.55,4.14,0.0677,,4.1,1.8,4.0
1887,815,0,North America,HR,Marketing,Below,Male,36,13,5,8,3.92,2.81,1.8,0.0,,3.9,4.2,2.5
1888,20,0,Asia Pacific,R&D,Marketing,Meets,Female,37,14,10,19,4.01,3.48,2.8,0.0977,2026-01-26,,,
1889,789,1,Latin America,HR,Quality Assurance,Exceeds,Female,25,7,10,17,3.04,2.27,3.6,0.0677,2026-07-24,3.3,2.3,2.8
1890,939,0,Europe,Finance,Human Resources,Exceeds,Male,49,4,9,9,1.68,5.0,4.01,0.0588,,1.4,3.8,5.0
1891,453,0,Asia Pacific,Manufacturing,Sales,Meets,Male,36,27,7,10,3.44,1.09,3.71,0.0348,,3.3,2.6,4.2
1892,746,0,Asia Pacific,HR,Pharmacovigilance,Below,Female,45,8,10,19,4.68,1.48,2.61,0.0,,4.6,3.0,2.0
1893,152,0,Europe,R&D,Communications,Meets,Male,34,13,8,29,2.71,2.6,3.2,0.0977,,2.7,2.6,1.7
1894,680,0,Europe,Digital,Human Resources,Meets,Female,38,8,9,24,4.65,3.21,1.33,0.0853,,4.8,4.6,3.0
1895,1061,0,North America,Finance,Sales,Meets,Female,41,9,11,18,3.26,5.0,5.0,0.0331,,3.4,3.4,4.1
1896,846,0,Asia Pacific,HR,Regulatory Affairs,Far Exceeds,Male,35,2,9,13,4.19,3.33,3.07,0.1168,,3.6,2.3,3.2
1897,370,0,Middle East & Africa,Manufacturing,Marketing,Meets,Male,29,29,8,18,4.29,3.32,2.54,0.0348,,4.5,2.0,3.4
1898,647,0,Europe,Digital,Communications,Meets,Male,37,8,10,12,2.85,3.85,3.47,0.0853,,3.9,2.3,4.7
1899,403,0,Europe,Manufacturing,Pharmacovigilance,Below,Female,30,11,6,23,3.22,3.08,2.68,0.0,,2.8,3.7,4.5
